,open,high,low,close,volume,value,returns,log_returns,high_low_ratio,close_open_ratio,volume_change,volume_ma_ratio,rsi,macd,macd_signal,macd_hist,bb_upper,bb_middle,bb_lower,bb_width,bb_position,atr,atr_ratio,sma_5,ema_5,price_to_sma_5,sma_10,ema_10,price_to_sma_10,sma_20,ema_20,price_to_sma_20,sma_50,ema_50,price_to_sma_50,sma_100,ema_100,price_to_sma_100,volatility_5,volatility_20,momentum_5,roc_5,momentum_10,roc_10,momentum_20,roc_20,future_return,label,emergency
2025-10-19 11:00:00,163228000.0,163273000.0,163152000.0,163155000.0,16.32414596,2664425541.72161,,,1.0007416396979503,0.9995527728085868,,,50.0,0.0,0.0,0.0,,,,,,,,,163155000.0,,,163155000.0,,,163155000.0,,,163155000.0,,,163155000.0,,,,,,,,,,0.01151052679966913,1,0
2025-10-19 12:00:00,163160000.0,163600000.0,163090000.0,163415000.0,29.62305674,4839169186.00092,0.0015935766602310775,0.0015923082642903756,1.0031271077319273,1.0015628830595735,0.8146772769973445,,50.0,5833.333333343267,3240.7407407462597,2592.5925925970078,,,,,,,,,163311000.0,,,163297999.99999997,,,163291500.0,,,163287600.0,,,163286300.0,,,,,,,,,,0.01851115258697189,1,0
2025-10-19 13:00:00,163408000.0,163459000.0,163000000.0,163001000.0,40.90273577,6672266845.55018,-0.002533427163968982,-0.0025366417209449566,1.0028159509202454,0.9975093018701655,0.38077363619160387,,50.0,-5405.290721029043,-302.71477637476596,-5102.575944654277,,,,,,,,,163164157.89473686,,,163178607.9734219,,,163184830.14154872,,,163188220.37061727,,,163189291.7236092,,,,,,,,,,0.01980969441905267,1,0
2025-10-19 14:00:00,163010000.0,163100000.0,162540000.0,162650000.0,68.98348281,11233301493.73192,-0.0021533610223249955,-0.002155682837908157,1.0034453057708872,0.9977915465308876,0.6865249111428813,,50.0,-23057.08861783147,-8010.835996380422,-15046.252621451047,,,,,,,,,162950584.6153846,,,163004455.1980198,,,163030432.9488778,,,163045486.52339068,,,163050397.41250876,,,,,,,,,,0.02592683676606211,1,0
2025-10-19 15:00:00,162649000.0,162680000.0,162108000.0,162560000.0,55.81118865,9064764705.99726,-0.0005533353827236187,-0.0005534885292433701,1.0035285118562933,0.9994528094239743,-0.19094852308747912,,50.0,-35744.70893967152,-16261.03618179543,-19483.672757876084,,,,,,,,162956200.0,162800644.54976305,0.9975686718271536,,162876864.19874123,,,162916639.22184175,,,162940469.29530078,,,162948355.91822165,,,,,,,,,,0.029828986220472364,1,0
2025-10-19 16:00:00,162566000.0,162789000.0,162490000.0,162491000.0,22.03652643,3583434589.8264,-0.00042445866141727073,-0.0004245487694939013,1.0018401132377377,0.999538648917978,-0.6051593423642304,,50.0,-45650.28810471296,-24227.157463703425,-21423.13064100954,,,,,,,,162823400.0,162687496.24060154,0.9979585243890006,,162776641.937877,,,162826848.78812736,,,162857871.03610054,,,162868268.33712894,,0.0016406120344354483,,-664000.0,-0.004069749624590169,,,,,0.02579835190872104,1,0
2025-10-19 17:00:00,162490000.0,162895000.0,162000000.0,162086000.0,76.73030669,12458132486.20898,-0.0024924457354561502,-0.002495557049257352,1.0055246913580247,0.9975136931503478,2.4819601416646684,,50.0,-69563.704677701,-35700.62809454374,-33863.07658315726,,,,,,,,162557600.0,162474533.268577,0.9970988744912572,,162610224.97460252,,,162686772.61964116,,,162733940.0784503,,,162749699.96729383,,0.0010543276039209092,,-1329000.0,-0.008132668359697726,,,,,0.027880261095961423,1,0
2025-10-19 18:00:00,162086000.0,163712000.0,161250000.0,162821000.0,152.38943481,24731970136.7866,0.004534629764445963,0.004524379307232887,1.0152682170542635,1.004534629764446,0.9860396938809628,,50.0,-49523.433386325836,-39022.5081440701,-10500.925242255733,,,,,,,,162521600.0,162594711.3402062,1.001842216665354,,162658177.30866274,,,162709974.4968006,,,162746405.72120214,,,162759248.6932261,,0.0028134183013815706,,-180000.0,-0.001104287703756368,,,,,0.021428439820416312,1,0
2025-10-19 19:00:00,162821000.0,163499000.0,162498000.0,163478000.0,68.55621634,11181378645.28251,0.00403510603669055,0.004026986830237651,1.0061600758163178,1.0040351060366906,-0.5501248729908588,,50.0,-2296.2406775057316,-30538.55815934129,28242.31748183556,,,,,,,,162687200.0,162897004.22513172,1.0048608618256385,,162836542.03720352,,,162833169.5429754,,,162841293.40570074,,,162845646.34023944,,0.0030960703657384784,,828000.0,0.005090685521057514,,,,,0.01625295146747585,1,0
2025-10-19 20:00:00,163450000.0,164142000.0,163446000.0,163617000.0,115.05478287,18850426912.72325,0.0008502673142563033,0.0008499060417744087,1.004258287140707,1.0010217191801773,0.6782545626408762,,50.0,38398.66925081611,-15092.617418906812,53491.28666972292,,,,,,,,162898600.0,163141238.2076691,1.0044101054275483,162927400.0,163000482.04380503,1.004232560023667,,162951207.61804238,,,162933554.2999693,,,162929907.0199602,,0.0029791901015423796,,1057000.0,0.006502214566929121,,,,,0.01636138054114178,1,0
2025-10-19 21:00:00,163618000.0,163709000.0,163198000.0,163461000.0,48.41375936,7911091569.98738,-0.0009534461577953568,-0.0009539009767031391,1.0031311658231106,0.9990404478724835,-0.5792112404861731,,50.0,58955.95800000429,1108.787773924509,57847.17022607978,,,,,,,,163092600.0,163249072.14204535,1.0022588394568483,162958000.0,163094560.104887,1.003086684912677,,163023951.3331814,,,162991655.6074979,,,162983159.57842776,,0.003063953600935144,,970000.0,0.005969561391092393,306000.0,0.0018755171462718767,,,0.017245703868201012,1,0
2025-10-19 22:00:00,163443000.0,164142000.0,163186000.0,164050000.0,88.35285919,14462297035.63621,0.0036033059873608053,0.003596829633202753,1.0058583456914196,1.0037138329570554,0.824953491692656,,50.0,105579.78378736973,23544.776373211404,82035.00741415832,,,,,,,,163485400.0,163518121.75331143,1.003453519396839,163021500.0,163285455.24728152,1.0063089837843475,,163163728.04971665,,,163100516.00018182,,,163082164.67783657,,0.0023624382344295293,,1964000.0,0.012117024295744239,635000.0,0.0038858121959428615,,,0.015501371533069186,1,0
