,open,high,low,close,volume,value,returns,log_returns,high_low_ratio,close_open_ratio,volume_change,volume_ma_ratio,rsi,macd,macd_signal,macd_hist,bb_upper,bb_middle,bb_lower,bb_width,bb_position,atr,atr_ratio,sma_5,ema_5,price_to_sma_5,sma_10,ema_10,price_to_sma_10,sma_20,ema_20,price_to_sma_20,sma_50,ema_50,price_to_sma_50,sma_100,ema_100,price_to_sma_100,volatility_5,volatility_20,momentum_5,roc_5,momentum_10,roc_10,momentum_20,roc_20,future_return,label,emergency
2025-08-28 20:00:00,157395000.0,157396000.0,157000000.0,157065000.0,31.71415586,4985268946.57971,,,1.0025222929936306,0.9979033641475269,,,,0.0,0.0,0.0,,,,,,,,,157065000.0,,,157065000.0,,,157065000.0,,,157065000.0,,,157065000.0,,,,,,,,,,-0.021742590647184312,-1,0
2025-08-28 21:00:00,157108000.0,157350000.0,156770000.0,157348000.0,56.2644415,8837992776.0629,0.0018018018018017834,0.0018001805041478473,1.003699687440199,1.0015276115792957,0.7741112753678696,,,6349.358974337578,3527.4216524097656,2821.9373219278123,,,,,,,,,157234800.0,,,157220650.0,,,157213575.0,,,157209329.99999997,,,157207915.0,,,,,,,,,,-0.0168607163738973,-1,0
2025-08-28 22:00:00,157348000.0,157542000.0,156722000.0,156978000.0,66.69202506,10478816350.44372,-0.0023514757098914707,-0.002354244770669714,1.0052321945865927,0.9976485242901085,0.18533168164479186,,,-3383.3342628777027,695.1446379476886,-4078.478900825391,,,,,,,,,157113157.89473683,,,157123106.31229237,,,157127073.2722731,,,157129115.45127314,,,157129738.8420386,,,,,,,,,,-0.027819184853928536,-1,0
2025-08-28 23:00:00,156978000.0,157500000.0,156845000.0,157341000.0,67.98192004,10686076012.40076,0.002312425945036889,0.0023097564027816917,1.0041760974210208,1.0023124259450369,0.019341067823919422,,,5378.93972992897,2281.796091870887,3097.1436380580835,,,,,,,,,157207800.0,,,157194892.57425743,,,157188830.61097255,,,157185306.3694522,,,157184149.04659534,,,,,,,,,,-0.03662745247583277,-1,1
2025-08-29 00:00:00,157346000.0,157500000.0,156759000.0,157195000.0,65.93122971,10355458246.20671,-0.0009279208852110976,-0.0009283516703059778,1.0047270013204983,0.9990403314987353,-0.030165231120177216,,,4217.312125444412,2857.568353167152,1359.7437722772602,,,,,,,,157185400.0,157202886.2559242,1.0000610743745921,,157194923.41326642,,,157190322.9336779,,,157187403.23138598,,,157186406.90414435,,,,,,,,,,-0.03342345494449572,-1,1
2025-08-29 01:00:00,157195000.0,157597000.0,156873000.0,156967000.0,35.34070537,5560210537.65662,-0.0014504278125894166,-0.0014514807012249746,1.0046151982814124,0.9985495721874106,-0.4639762442556147,,,-6309.668545901775,372.7374650076938,-6682.406010909469,,,,,,,,157165800.0,157116690.22556394,0.998735093767219,,157135723.82995197,,,157143211.9954835,,,157146900.07927987,,,157147986.5677545,,0.002062294090172314,,-98000.0,-0.0006239455002705618,,,,,-0.02957309498174776,-1,0
2025-08-29 02:00:00,156873000.0,157008000.0,156610000.0,156658000.0,32.60868744,5113527808.18479,-0.001968566641395997,-0.001970506815366119,1.002541344741715,0.9986294645987519,-0.0773051330299468,,,-26950.26266372204,-6541.984956258596,-20408.277707463443,,,,,,,,157027800.0,156954288.48955807,0.9976450029867323,,157020611.57756132,,,157051470.41701284,,,157068402.697999,,,157073719.3300021,,0.0018620852838323184,,-690000.0,-0.004385184431959788,,,,,-0.028693076638282133,-1,0
2025-08-29 03:00:00,156658000.0,157074000.0,156500000.0,156647000.0,15.13989788,2372413201.65066,-7.021665028272839e-05,-7.021911558712113e-05,1.003667731629393,0.9999297833497173,-0.5357096814197928,,,-40880.24815478921,-14794.115334048074,-26086.132820741135,,,,,,,,156961600.0,156847700.07930216,0.9979956881173484,,156935613.14313006,,,156981555.67305326,,,157008064.30813596,,,157016571.72743395,,0.001681243531802816,,-331000.0,-0.0021085757239868164,,,,,-0.03046978237693665,-1,1
2025-08-29 04:00:00,156609000.0,156959000.0,156322000.0,156324000.0,18.5326286,2900193842.31253,-0.002061960969568566,-0.0020640897378834087,1.0040749222758154,0.9981801812156389,0.22409204783883263,,,-65929.69648751616,-26606.688265425462,-39323.008222090706,,,,,,,,156758200.0,156668471.2325909,0.997230128950192,,156802547.52613863,,,156876080.52780503,,,156919341.2547602,,,156933321.00207967,,0.0008217233314756067,,-1017000.0,-0.006463668083970475,,,,,-0.028722397072746375,-1,0
2025-08-29 05:00:00,156324000.0,156615000.0,156320000.0,156482000.0,21.13262619,3306012342.82075,0.0010107213223817801,0.0010102108874953505,1.0018871545547594,1.0010107213223818,0.1402929744137862,,,-74601.42445465922,-37360.29526242608,-37241.129192233144,,,,,,,,156615600.0,156605217.23395088,0.9991469559865045,156900500.0,156735214.54210064,0.9973327044846894,,156816735.41496003,,,156867324.8150893,,,156884019.86254883,,0.0013354800508984356,,-713000.0,-0.004535767677088964,,,,,-0.03238072110530288,-1,1
