,open,high,low,close,volume,value,returns,log_returns,high_low_ratio,close_open_ratio,volume_change,volume_ma_ratio,rsi,macd,macd_signal,macd_hist,bb_upper,bb_middle,bb_lower,bb_width,bb_position,atr,atr_ratio,sma_5,ema_5,price_to_sma_5,sma_10,ema_10,price_to_sma_10,sma_20,ema_20,price_to_sma_20,sma_50,ema_50,price_to_sma_50,sma_100,ema_100,price_to_sma_100,volatility_5,volatility_20,momentum_5,roc_5,momentum_10,roc_10,momentum_20,roc_20,future_return,label,emergency
2025-10-19 11:00:00,5911000.0,5915000.0,5900000.0,5913000.0,432.47985937,2554144684.5348,,,1.0025423728813558,1.0003383522246658,,,50.0,0.0,0.0,0.0,,,,,,,,,5913000.0,,,5913000.0,,,5913000.0,,,5913000.0,,,5913000.0,,,,,,,,,,0.015389819042787023,1,0
2025-10-19 12:00:00,5913000.0,5950000.0,5900000.0,5943000.0,1159.06993365,6875628431.19565,0.005073566717402445,0.005060739545830837,1.0084745762711864,1.0050735667174024,1.6800552870564536,,50.0,673.0769230760634,373.9316239311463,299.1452991449171,,,,,,,,,5931000.0,,,5929500.0,,,5928750.0,,,5928300.0,,,5928149.999999999,,,,,,,,,,0.023052330472825178,1,0
2025-10-19 13:00:00,5944000.0,5948000.0,5926000.0,5938000.0,472.87404739,2807035303.31933,-0.0008413259296651265,-0.0008416800429554835,1.00371245359433,0.9989905787348586,-0.5920228506826302,,50.0,702.5838960921392,508.6251780954876,193.95871799665156,,,,,,,,,5934315.789473684,,,5932916.943521595,,,5932146.544546212,,,5931663.511531796,,,5931499.216692777,,,,,,,,,,0.02643987874705278,1,0
2025-10-19 14:00:00,5937000.0,5957000.0,5924000.0,5924000.0,955.07834408,5674062552.96863,-0.0023576961940047214,-0.0023604799360157167,1.0055705604321405,0.9978103419235304,1.019730939668814,,50.0,193.3210306558758,401.8148300468386,-208.4937993909628,,,,,,,,,5930030.769230769,,,5929979.2079207925,,,5929794.76309227,,,5929631.179528189,,,5929567.7972202785,,,,,,,,,,0.030384875084402463,1,0
2025-10-19 15:00:00,5924000.0,5934000.0,5896000.0,5908000.0,893.85984994,5280880630.71058,-0.0027008777852801646,-0.00270453173641893,1.0064450474898237,0.9972991222147198,-0.064097876911836,,50.0,-724.1515101352707,66.86530000694418,-791.0168101422148,,,,,,,,5925200.0,5921573.459715639,0.997097144400189,,5923669.57510637,,,5924522.795369658,,,5924952.06609266,,,5925079.987536333,,,,,,,,,,0.03740690589031814,1,0
2025-10-19 16:00:00,5909000.0,5923000.0,5905000.0,5915000.0,475.30000998,2810683084.48162,0.0011848341232227888,0.001184132761216772,1.003048264182896,1.0010154002369267,-0.46826114853250833,,50.0,-962.7411916088313,-212.21530423447294,-750.5258873743584,,,,,,,,5925600.0,5919171.428571429,0.9982111516133387,,5921417.786988356,,,5922513.920523221,,,5923123.190698292,,,5923314.881221827,,0.0031890636567045686,,2000.0,0.0003382377811602666,,,,,0.027726120033812363,1,0
2025-10-19 17:00:00,5915000.0,6000000.0,5835000.0,5880000.0,3509.49172285,20742125099.49796,-0.00591715976331364,-0.005934735519814578,1.0282776349614395,0.9940828402366864,6.3837400571434335,,50.0,-2684.7271762844175,-837.9420984357391,-1846.7850778486784,,,,,,,,5913000.0,5905302.574065081,0.9944190766108574,,5911437.764116679,,,5914475.590448776,,,5916199.367844189,,,5916749.647001916,,0.0026157727831926983,,-63000.0,-0.010600706713780883,,,,,0.03180272108843529,1,0
2025-10-19 18:00:00,5880000.0,5960000.0,5851000.0,5928000.0,3284.83197751,19377610559.5173,0.008163265306122547,0.008130126083250309,1.0186292941377542,1.0081632653061225,-0.06401489534147053,,50.0,-1513.3339860960841,-1000.2514697877825,-513.0825163083016,,,,,,,,5911000.0,5913175.574940524,1.0028759939096599,,5915205.752598065,,,5916813.352597023,,,5917889.0370063195,,,5918256.329865059,,0.00537073424880117,,-10000.0,-0.0016840687100033724,,,,,0.02361673414304999,1,0
2025-10-19 19:00:00,5930000.0,5980000.0,5920000.0,5955000.0,2223.6111651,13222571253.33402,0.0045546558704452345,0.004544314813477554,1.010135135135135,1.0042158516020236,-0.32306699997923083,,50.0,660.4280747780576,-616.6262563193692,1277.0543310974267,,,,,,,,5917200.0,5927489.385008607,1.0063881565605355,,5923863.588262204,,,5922938.677564063,,,5922702.32416566,,,5922673.110206707,,0.005601551003729087,,31000.0,0.005232950708980333,,,,,0.01444164567590267,1,0
2025-10-19 20:00:00,5955000.0,5989000.0,5952000.0,5959000.0,2426.92992524,14493516102.45298,0.0006717044500419433,0.0006714789575783843,1.0062163978494623,1.000671704450042,0.09143629215895599,,50.0,2398.8654564479366,59.01893639420202,2339.8465200537344,,,,,,,,5927400.0,5938178.285221888,1.0053311738704998,5926300.0,5931244.208163382,1.0055177766903465,,5928369.200257537,,,5927019.492611768,,,5926641.365736958,,0.005226418955110337,,51000.0,0.00863236289776581,,,,,0.014599765061251935,1,0
2025-10-19 21:00:00,5956000.0,5967000.0,5935000.0,5956000.0,901.6698003,5362133582.99485,-0.0005034401745259709,-0.0005035669430793415,1.0053917438921651,1.0,-0.6284730799506568,,50.0,3461.6190634267405,803.488401949305,2658.1306614774358,,,,,,,,5935600.0,5944188.339168129,1.0034368892782533,5930600.0,5936301.506940135,1.004282871884801,,5932311.917129475,,,5930211.869328463,,,5929585.148551605,,0.005324184099190422,,41000.0,0.006931530008453146,43000.0,0.007272112294943289,,,0.01645399597044994,1,0
2025-10-19 22:00:00,5956000.0,6043000.0,5944000.0,6015000.0,3077.89136919,18461944854.36156,0.00990597716588315,0.009857234604879656,1.0166554508748318,1.0099059771658832,2.413546032223699,,50.0,7434.608797858469,2227.574964539075,5207.033833319394,,,,,,,,5962600.0,5967975.562487557,1.0087881125683427,5937800.0,5952025.321819269,1.0130014483478729,,5943576.362076393,,,5938933.103423177,,,5937511.831575269,,0.004536526140233486,,135000.0,0.022959183673469497,72000.0,0.012115093387178089,,,0.006650041562759723,0,0
2025-10-19 23:00:00,6016000.0,6049000.0,5998000.0,6029000.0,4283.8352516,25801118555.59474,0.002327514546965892,0.0023248100806262874,1.0085028342780926,1.0021609042553192,0.39180846162461047,,50.0,11073.296835786663,4099.637039770355,6973.659796016308,,,,,,,,5982800.0,5988422.100696601,1.0077221367921374,5946900.0,5967133.084253531,1.013805512115556,,5954755.243620866,,,5947642.980203719,,,5945424.5049471,,0.004107653099031433,,101000.0,0.01703778677462897,91000.0,0.015325025261030634,,,0.004146624647537012,0,0
2025-10-20 00:00:00,6029000.0,6041000.0,6015000.0,6031000.0,1516.8590676,9142979616.7099,0.00033172997180286323,0.0003316749615811237,1.0043225270157938,1.0003317299718029,-0.6459109703078667,,72.34848484848484,13768.996637620963,6122.474282102162,7646.522355518801,,,,,,53928.57142857143,0.00894189544496293,5998000.0,6002663.517591735,1.0055018339446482,5957600.0,5979489.630664911,1.0123203974754935,,5964389.703104232,,,5955265.756904657,,,5952363.090122442,,0.004240638462823226,,76000.0,0.01276238455079759,107000.0,0.018062120189061392,,,-0.004311059525783478,0,0
2025-10-20 01:00:00,6031000.0,6041000.0,6003000.0,6036000.0,826.00726726,4974269824.6475,0.0008290499088046133,0.0008287064367528414,1.0063301682492087,1.0008290499088046,-0.45544890431586194,,72.8624535315985,15922.987990194932,8154.0569854858,7768.931004709131,,,,,,55571.42857142857,0.00920666477326517,6013400.0,6013801.112855918,1.003758273189876,5970400.0,5990296.920540417,1.010987538523382,,5973165.405450904,,,5962282.20698118,,,5958752.926236312,,0.004223796313089885,,77000.0,0.012921631146165513,128000.0,0.021665538253216043,,,-0.014744864148442671,-1,0
2025-10-20 02:00:00,6036000.0,6090000.0,6036000.0,6057000.0,2043.99862131,12392087759.65719,0.0034791252485089075,0.003473087093207632,1.0089463220675945,1.003479125248509,1.4745528306188813,,71.92307692307692,18630.931760507636,10310.119711036272,8320.812049471364,,,,,,55857.142857142855,0.009221915611217246,6033600.0,6028222.697885133,1.0038782816229117,5984600.0,6002934.385721937,1.0120977174748522,,5983166.05437118,,,5970139.22016139,,,5965856.905571918,,0.0038569769379768093,,101000.0,0.016957689724647507,142000.0,0.024006762468300913,,,-0.018821198613174883,-1,0
2025-10-20 03:00:00,6056000.0,6071000.0,6045000.0,6059000.0,1069.2848131,6480155462.5145,0.000330196466897803,0.000330141964041864,1.0043010752688173,1.0004953764861295,-0.4768661769376856,,73.54085603112841,20588.67712922115,12413.188084386009,8175.48904483514,,,,,,56142.857142857145,0.00926602692570674,6042400.0,6038492.221738079,1.0027472527472527,6002500.0,6013475.951849965,1.0094127446897125,,5991999.83264452,,,5977201.506363491,,,5972255.851397864,,0.0013943631538561204,,44000.0,0.007315045719035851,179000.0,0.03044217687074835,,,-0.014358805083347081,-1,0
